number,title,user,labels,created_at,updated_at,closed_at,body
50178,Improve documentation for truncate text helper [skip ci],akhilgkrishnan,actionview,2023-11-27T08:02:18Z,2023-11-30T17:34:40Z,2023-11-30T17:04:27Z,"Followup: #50153 

### Detail

This Pull Request updates the the `truncate` text helper documentation. Separated the options and examples in different section.

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.

cc: @jonathanhefner 
"
50177,Remove unused DeprecatedConstantAccessor include,skipkayhil,actionview,2023-11-26T17:38:47Z,2023-11-26T20:06:50Z,2023-11-26T17:52:35Z,"deprecate_constant removed in 23344d4b8cc36bb8ae3db209e0365b70469118d2
"
50176,ActiveStorage::VariantWithRecord should keep the variant key to store the file,brunto,activestorage,2023-11-26T17:12:50Z,2023-12-14T17:52:35Z,,"### Steps to reproduce
With `config.active_storage.track_variants = false`
```ruby
MyModel.last.photo.variant(resize_to_fit: [200, 100]).key
=> ""variants/xxxxxxx""
```

With `config.active_storage.track_variants = true`
```ruby
MyModel.last.photo.variant(resize_to_fit: [200, 100]).key
=> nil
```

### Expected behavior
With `config.active_storage.track_variants = true` the variant should use [the key method](https://github.com/rails/rails/blob/354d68e8a63b21e47a529105a508411bfe8be869/activestorage/app/models/active_storage/variant.rb#L73) in order to store the variants in the folder ""variants"".

### Actual behavior
It stored the variation_digest in the root ""folder"" instead of the ""variants"" folder.

### System configuration
**Rails version**: 7.1

**Ruby version**: 3.2.2
"
50175,[ActiveStorage] Fix JFIF issue with VIPS processor,chaadow,activestorage,2023-11-26T17:10:04Z,2023-12-09T17:04:26Z,,"Fixes #39921 cc @zzak 

<!--
Thanks for contributing to Rails!

Please do not make *Draft* pull requests, as they still send
notifications to everyone watching the Rails repo.

Create a pull request when it is ready for review and feedback
from the Rails team :).

If your pull request affects documentation or any non-code
changes, guidelines for those changes are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)

About this template

The following template aims to help contributors write a good description for their pull requests.
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), motivation behind the changes, and complete the checklist below before opening a pull request.

Feel free to discard it if you need to (e.g. when you just fix a typo). -->


### Motivation / Background

<!--
Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?
If you are fixing a specific issue, include ""Fixes #ISSUE"" (replace with the issue number, remove the quotes) and the issue will be linked to this PR.
-->

This PR has been created to fix an old issue with VIPS not supporting JFIF. This makes creating variants for JFIF files impossible ( more details in the issue)

### Detail

At the ImageProcessing transformer level, we reformat the ""format"" variable that's passed to the `convert` call from jfif to jpg, only when the image processor is vips.

At first, I tried renaming the tempfile from jfif to jpg. But It had no effect.

Then I realized that the `{ format:  'jfif' }` was passed here: 
https://github.com/rails/rails/blob/9f18c0469777907206954bf2a8cc31141fd60734/activestorage/app/models/active_storage/blob/representable.rb#L36

I thought about maybe refactoring here but since this is a vips issue related to the ImageProcessingTransformer, I migrated the ""mapping"" logic directly there to have minimal impact on apps.


### Additional information
```ruby
Marcel::Magic.new('image/jpeg').extensions 
# => [""jpg"", ""jpeg"", ""jpe"", ""jif"", ""jfif"", ""jfi""]
```
I think we can try to make this more dynamic to handle all of `image/jpeg` extensions what do you think? @zzak 

If you think this is a good idea, i can refactor the tests and the implementation.

<!-- Provide additional information such as benchmarks, reference to other repositories or alternative solutions. -->

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
50174,Fix `#reload` consistency issue,sarcilav,activerecord,2023-11-26T10:04:44Z,2023-12-12T14:10:12Z,,"<!--
Thanks for contributing to Rails!

Please do not make *Draft* pull requests, as they still send
notifications to everyone watching the Rails repo.

Create a pull request when it is ready for review and feedback
from the Rails team :).

If your pull request affects documentation or any non-code
changes, guidelines for those changes are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)

About this template

The following template aims to help contributors write a good description for their pull requests.
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), motivation behind the changes, and complete the checklist below before opening a pull request.

Feel free to discard it if you need to (e.g. when you just fix a typo). -->

### Motivation / Background

<!--
Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?
If you are fixing a specific issue, include ""Fixes #ISSUE"" (replace with the issue number, remove the quotes) and the issue will be linked to this PR.
-->

If you have an object that has strict_loading set and then need to call `reload` multiple times, it would only work the first time, and after that, the application would start throwing a strict loading violation errors.

### Detail
To fix this, and keep `reload` working consistently between calls, we set `strict_loading`, if the original object has `strict_loading`, to the reloaded records to avoid the strict loading error. 

This wasn't a problem for the first call, because it is using the original associations cache, but it isn't the case for the other calls of `reload` as they would be using new copies of it, and when the new cache is used to build the list of ` strict_loaded_associations`, the `assoc.owner.strict_loading?` check will return `false`, as this owner is the previous `fresh_object` reference that doesn't have `strict_loading` set.

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
50173,Enabling the autosave option disables uniqueness validation,akicho8,"activerecord, With reproduction steps",2023-11-26T05:51:46Z,2023-11-28T15:23:46Z,2023-11-28T11:49:01Z,"Even if you have validation in place to prevent the creation of articles with the same content, the validation becomes invalid if the auto-save option is enabled.

### Steps to reproduce

```ruby
require ""active_record""

RUBY_VERSION                    # => ""3.2.2""
ActiveRecord::VERSION::STRING   # => ""7.1.2""

ActiveRecord::Base.establish_connection(adapter: ""sqlite3"", database: "":memory:"")
ActiveRecord::Migration.verbose = false
ActiveRecord::Schema.define do
  create_table :users do |t|
  end
  create_table :articles do |t|
    t.belongs_to :user
    t.string :name
  end
end

class User < ActiveRecord::Base
  has_many :articles, autosave: true
end

class Article < ActiveRecord::Base
  belongs_to :user
  validates :name, uniqueness: true
end

ActiveRecord::Base.logger = ActiveSupport::Logger.new(STDOUT)
ActiveSupport::LogSubscriber.colorize_logging = false

user = User.create! do |e|
  e.articles.build(name: ""a"")
  e.articles.build(name: ""a"")
end
user                            # => #<User id: 1>
user.articles.count             # => 2
# >>   TRANSACTION (0.0ms)  begin transaction
# >>   Article Exists? (0.1ms)  SELECT 1 AS one FROM ""articles"" WHERE ""articles"".""name"" = ? LIMIT ?  [[""name"", ""a""], [""LIMIT"", 1]]
# >>   Article Exists? (0.0ms)  SELECT 1 AS one FROM ""articles"" WHERE ""articles"".""name"" = ? LIMIT ?  [[""name"", ""a""], [""LIMIT"", 1]]
# >>   User Create (0.0ms)  INSERT INTO ""users"" DEFAULT VALUES RETURNING ""id""
# >>   Article Create (0.0ms)  INSERT INTO ""articles"" (""user_id"", ""name"") VALUES (?, ?) RETURNING ""id""  [[""user_id"", 1], [""name"", ""a""]]
# >>   Article Create (0.0ms)  INSERT INTO ""articles"" (""user_id"", ""name"") VALUES (?, ?) RETURNING ""id""  [[""user_id"", 1], [""name"", ""a""]]
# >>   TRANSACTION (0.0ms)  commit transaction
# >>   Article Count (0.0ms)  SELECT COUNT(*) FROM ""articles"" WHERE ""articles"".""user_id"" = ?  [[""user_id"", 1]]
```

### Expected behavior

Because you are trying to create an Article record with the same name, the uniqueness validation will fail and the creation of the User and Article records will fail.

### Actual behavior

A User record is created despite having a unique validation check, leading to an inconsistent state.

### System configuration

```
RUBY_VERSION                    # => ""3.2.2""
ActiveRecord::VERSION::STRING   # => ""7.1.2""
```

"
50172,Check zone presence in find_zone!,matiassalles99,activesupport,2023-11-26T05:37:46Z,2023-11-27T02:50:46Z,,"### Motivation / Background

I've been running into some issues in some projects when calling `in_time_zone` which behind the scenes calls `find_zone!`. The cause was always the zone being an empty string, which I would've expected the method to behave in the same way as when passing nil as a parameter.

This Pull Request has been created because in my opinion instead of calling `.presence` each time we call `in_time_zone` the `find_zone!` method should check for the presence of the argument, making sure that what we just passed is not ""equivalent"" to nil. 

### Detail

This Pull Request changes the `find_zone!` method to check the `zone` argument presence before actually trying to find the corresponding time zone. 

### Checklist

Before submitting the PR make sure the following are checked:

* [X] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [X] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [X] Tests are added or updated if you fix a bug or add a feature.
* [X] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included. -> Not sure if this counts as a minor bug fix, open to add the CHANGELOG file changes too
"
50171,Add link to API documentation for ActionView helper method [skip ci],akhilgkrishnan,docs,2023-11-26T05:22:44Z,2023-12-03T04:53:17Z,,"As per the discussion in https://github.com/rails/rails/pull/49925#issuecomment-1819025503, noticed that its more appropriate to link the api documentation for the each of the action view helper methods to get more information about the methods.

### Detail

This Pull Request added the link to the api documentation for action view helpers.

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.

cc: @zzak, @vipulnsward 
"
50170,Don't add `default-mysql-client` when running `db:system:change` to Trilogy,y-yagi,railties,2023-11-26T04:15:44Z,2023-11-29T23:30:54Z,2023-11-27T14:52:28Z,"### Motivation / Background

This Pull Request has been created because `db:system:change --to trilogy` adds an unneeded package.

### Detail

This PR removed adding `default-mysql-client` to `Dockerfile` when running `db:system:change --to trilogy` because Trilogy doesn't depend on the libmariadb / libmysqlclient library. 
Ref: https://github.blog/2022-08-25-introducing-trilogy-a-new-database-adapter-for-ruby-on-rails/#should-you-use-trilogy

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
50169,Fix generator tests on `arm64` platforms,jonathanhefner,railties,2023-11-25T22:43:34Z,2023-11-25T23:02:14Z,2023-11-25T23:02:14Z,"Follow-up to #47516 / #47492.

When running generator tests on `arm64` platforms, there is an extra `lock --add-platform` command in `@bundle_commands` which causes `assert_match %r""^exec rails ..."", @bundle_commands[2]` to fail.

However, `run_generator_using_prerelease` isn't really concerned with `lock --add-platform` commands; it is only concerned with the `install` and `exec rails` commands, and the contents of the `Gemfile` when those commands were executed.

Therefore, this commit removes `lock --add-platform` command-related assertions from `run_generator_using_prerelease` and puts them into a dedicated `test_generation_runs_bundle_lock_for_linux` test.  This approach makes `run_generator_using_prerelease` less brittle.  This change also fixes a technically incorrect assertion wherein the contents of the `Gemfile` during the `lock --add-platform` command was checked instead of the contents during the `exec rails` command.

Fixes #50168.
"
50168,Failing tests in shared_generator_tests,fredwillmore,railties,2023-11-25T16:50:03Z,2023-11-25T23:02:15Z,2023-11-25T23:02:15Z,"### Steps to reproduce
I get a number of test failures when I run
`bin/test test/generators/plugin_generator_test.rb`
The failures were all occurring here:
https://github.com/rails/rails/blob/main/railties/test/generators/shared_generator_tests.rb#L416-L417
With the aid of a debugger I went in and found that the test is asserting a match on `@bundle_commands[2]` but there is an actual match on `@bundle_commands[3]`. I made the change locally and now all the tests run clean.
Here is an example of the contents of `@bundle_commands` on line 416:
```
install
lock --add-platform=x86_64-linux
lock --add-platform=aarch64-linux
exec rails plugin new /Users/fredwillmore/OtherDocuments/ruby_projects/rails/railties/test/fixtures/tmp/bukkits/myproject --main
```
It looks like a second `lock` command with `--add-platform=aarch64-linux` is at issue here. This command is added here:
https://github.com/rails/rails/blob/main/railties/lib/rails/generators/app_base.rb#L690-L691
So this is a special case for arm64 macs. (I am using an M2 Pro, running macOS 13.6) The solution I used locally would not be suitable for use on any other platform.

### to reproduce
`bin/test test/generators/plugin_generator_test.rb`

### Expected behavior
tests pass

### Actual behavior
tests on matching bundle commands fail

### System configuration
rails 7.2.0.alpha
ruby 3.2.2
"
50167,[ActiveStorage] Take `ActiveRecord` affixes into account for `ActiveStorage` database models,chaadow,"railties, activestorage",2023-11-25T16:45:50Z,2023-12-21T18:29:52Z,2023-12-07T17:36:39Z,"EDIT: Partially Fixes #35811 ( Only AR suffix will work, prefix is a global engine issue that will be handled in a separate PR
Follow up to the closed PR #35828 

Follow up to https://github.com/rails/rails/pull/30095

<!--
Thanks for contributing to Rails!

Please do not make *Draft* pull requests, as they still send
notifications to everyone watching the Rails repo.

Create a pull request when it is ready for review and feedback
from the Rails team :).

If your pull request affects documentation or any non-code
changes, guidelines for those changes are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)

About this template

The following template aims to help contributors write a good description for their pull requests.
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), motivation behind the changes, and complete the checklist below before opening a pull request.

Feel free to discard it if you need to (e.g. when you just fix a typo). -->

### Motivation / Background

<!--
Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?
If you are fixing a specific issue, include ""Fixes #ISSUE"" (replace with the issue number, remove the quotes) and the issue will be linked to this PR.
-->

This Pull Request has been created because ActiveStorage db model table names are hardcoded. Making it impossible to be compatible with ActiveRecord prefix/suffix configuration.

What's also problematic is that AS generated migrations ( with `activestorage:install` task ) respects the prefix/suffix configuration, which makes it then impossible to use AS models in a Rails application.

### Detail

To fix this issue we remove the hard coded lines. But then we need to also override an internal method for specifying the prefix. the full explanation is here: https://github.com/rails/rails/pull/50167#discussion_r1405175059

### Additional information

Some tests were refactored to remove hard coded table name references, making ActiveStorage test suite compatible with ActiveRecord config.

https://github.com/rails/rails/blob/354d68e8a63b21e47a529105a508411bfe8be869/activerecord/lib/active_record/model_schema.rb#L597-L611

- **I believe the root cause lies inside ActiveRecord model schema file** but I can't find the solution... for now ( **EDIT: solution found here: https://github.com/rails/rails/pull/50167#discussion_r1405175059 )** 
- This issue is also present in action_text, but I want to focus for now on activestorage and make sure it works properly before porting it
<!-- Provide additional information such as benchmarks, reference to other repositories or alternative solutions. -->

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included."
50166,String contains null byte,collimarco,,2023-11-25T07:04:43Z,2023-12-02T23:40:11Z,2023-11-28T14:49:19Z,"### Steps to reproduce

```
@post = @project.posts.build post_params
@post.save
```

If some users pass a null byte through the REST API (post_params), Rails produces a 500 Internal Server Error on save. This is what I see from logs:

```
ArgumentError (string contains null byte)
```

### More details

In the JSON standard (as defined by RFC 8259), null bytes (i.e., the byte with value 0x00) are not allowed within the JSON text.

When a JSON request is decoded into params, the strings should not contain null bytes. If a string contains null bytes, that is an invalid JSON and an appropriate 4xx error should be returned to the client.

### Expected behavior
Rails returns a 4xx error when a JSON request is decoded if it contains null bytes.

### Actual behavior
Rails ignores the null bytes in the JSON string (and then raises a weird exception during `.save`).

### System configuration
**Rails version**: 7.1.2

**Ruby version**: 3.2.2
"
50165,Fix submit button selector for `type`-less buttons,jonathanhefner,activestorage,2023-11-24T21:38:18Z,2023-11-24T21:49:37Z,2023-11-24T21:49:37Z,"Follow-up to #48290.

The `:is(button, input)[type='submit']` selector does not match `button` elements that omit the `type` attribute in favor relying on its default value (which is `""submit""`).
"
50164,Do not overwrite AJ logger if it is supplied,Aerdayne,activejob,2023-11-24T21:17:46Z,2023-12-05T01:32:45Z,2023-11-25T19:05:39Z,"### Motivation / Background

When supplying a custom logger to `ActiveJob::Base`, it gets overridden by the `active_job.logger` initializer defined [here](https://github.com/rails/rails/blob/2a4bb0bc8699688acccf78520c61acf24968c2ef/activejob/lib/active_job/railtie.rb#L18). This happens, for example, when a custom logger is set in the `config.before_initialize` hook of a different railtie or within the `ActiveSupport.on_load` hook that gets executed before the one defined in the AJ initializer.
Other Rails components [[1](https://github.com/rails/rails/blob/d316d690b9975fa00798187262c56fc0744cb74a/actionview/lib/action_view/railtie.rb#L87), [2](https://github.com/rails/rails/blob/37833debc669bd3435a0d70b1d294bda2eb14070/actionmailer/lib/action_mailer/railtie.rb#L19), [3](https://github.com/rails/rails/blob/37833debc669bd3435a0d70b1d294bda2eb14070/actionmailer/lib/action_mailer/railtie.rb#L19)] use conditional assignment when setting the logger.

### Detail

Change the `active_job.logger` initializer to use conditional assignment when setting a logger.

### Additional information

A simple test case for the AJ railtie was created which is similar in its structure to the [ActiveModel railtie test](https://github.com/rails/rails/blob/2ab10fac93899cd76b9c1fa538237c2bda027ccc/activemodel/test/cases/railtie_test.rb). After a quick skim I've not found any references for testing a framework's railtie other than the one mentioned, which seems pretty old, so let me know if there's another way to test this.

### Checklist

* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
50163,Improve interval overflow protection,EduardoGHdez,activerecord,2023-11-24T19:06:06Z,2023-12-11T22:21:29Z,2023-12-11T17:51:04Z,"> Sometimes, operations on Times returns just float numbers of seconds, so, we
need to handle that.
> Example: Time.current - (Time.current + 1.hour) # => -3600.000001776 (Float)

When this happens, it's possible to endup with a pretty large number of seconds, making the ISO 8601 formatted duration to trigger an `interval field value out range error`.

PostgreSQL 15 has already improved overflow detection when casting values to interval

However, to further reduce the likelihood of such issues and ensure better-formatted duration types, it now implements the construction of `ActiveSupport::Duration` during the serialization step.

How to reproduce (at least in versions prior to PG 15+):

``` ruby

require ""bundler/inline""

gemfile(true) do
  source ""https://rubygems.org""

  git_source(:github) { |repo| ""https://github.com/#{repo}.git"" }

  gem ""rails"", github: ""rails/rails"", branch: ""main""
  gem ""pg""
end

require ""active_record""
require ""minitest/autorun""
require ""logger""

ActiveRecord::Base.establish_connection(
  adapter: 'postgresql',
  database: 'postgres',
  username: 'postgres',
  host: 'localhost'
)

ActiveRecord::Base.logger = Logger.new(STDOUT)

ActiveRecord::Schema.define do
  create_table :projects, force: true do |t|
    t.interval :duration
  end
end

class Project < ActiveRecord::Base; end

class IntervalBugTest < Minitest::Test
  def test_duration
    project = Project.create(duration: 70.years)
    assert_equal 70.years, project.duration
  end

  def test_duration_error
    duration = 70.years.ago - Time.now()

    assert_raises ActiveRecord::StatementInvalid do
      Project.create(duration: duration)
    end
  end
end
```

<!--
Thanks for contributing to Rails!

Please do not make *Draft* pull requests, as they still send
notifications to everyone watching the Rails repo.

Create a pull request when it is ready for review and feedback
from the Rails team :).

If your pull request affects documentation or any non-code
changes, guidelines for those changes are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)

About this template

The following template aims to help contributors write a good description for their pull requests.
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), motivation behind the changes, and complete the checklist below before opening a pull request.

Feel free to discard it if you need to (e.g. when you just fix a typo). -->


### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
50162,Allow `object_id` as a column name for ActiveRecord,misdoro,activerecord,2023-11-24T18:24:05Z,2023-11-28T17:18:31Z,2023-11-28T14:08:25Z,"Fixes #50160

### Motivation / Background

The `object_id` name may be used by polymorphic relations where `object` is the best name, like `notification.object`. In that case two columns are created: `object_id` and `object_type`.

This Pull Request has been created because we have a rails application that uses the `object` as the polymorphic relationship name, and it seems to be the best name. It was allowed until rails 7.1 and was not breaking anything.

Using the `object_id` as a column name [was explicitly allowed here](https://github.com/rails/rails/pull/38990) 

### Detail

This Pull Request removes the `object_id` from the list of not allowed column names. 
For the sake of consitency, the comments and tests are updated where relevant to use the `__id__` method instead.

### Additional information

The method `object_id` [was added to the dangerous method list here](https://github.com/rails/rails/pull/45883)

Using the `object_id` as a column name [was previously explicitly allowed here](https://github.com/rails/rails/pull/38990) 

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [ ] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
50161,Remove duplicate  assignment from ActiveRecord's Rakefile,fatkodima,activerecord,2023-11-24T17:41:15Z,2023-11-24T21:15:29Z,2023-11-24T20:30:53Z,There is the same line below.
50160,ActiveRecord::DangerousAttributeError:        object_id is defined by Active Record,misdoro,"activerecord, attached PR",2023-11-24T17:03:16Z,2023-11-28T14:08:26Z,2023-11-28T14:08:26Z,"With ActiveRecord Before https://github.com/rails/rails/pull/45883/files
it was possible to have a polymorphic relation `object`, 
implicitly defining `object_type` and `object_id` columns.

### Expected behavior
Able to use `object` as a name for a polymorphic relationship

### Actual behavior
An exception 
```
ActiveRecord::DangerousAttributeError:
       object_id is defined by Active Record. Check to make sure that you don't have an attribute or method with the same name.
```
is raised 

### System configuration
**Rails version**:
updating from 7.0 to 7.1

Can the `object_id` column be removed from the dangerous attributes list?

Having the column with that name was not breaking anything for us for many years, and now we are blocked from upgrading to rails 7.1."
50159,Deprecate content for void elements in TagBuilder,skipkayhil,actionview,2023-11-24T16:46:08Z,2023-12-05T00:20:23Z,2023-12-01T14:34:30Z,"### Motivation / Background

According to the [HTML5 Spec][1]

> Void elements can't have any contents (since there's no end tag, no
> content can be put between the start tag and the end tag).

Up to this point, the only special handling of void elements has been to use "">"" to close them instead of ""/>"" (which is optional but valid according to the spec)

> Then, if the element is one of the void elements, ... , then there may
> be a single U+002F SOLIDUS character (/), ... . On void elements, it
> does not mark the start tag as self-closing but instead is unnecessary
> and has no effect of any kind.

### Detail

This commit deprecates the ability to pass content (either through the positional ""content"" parameter or a block) to a void element since it is not valid according to the Spec. This has the benefit of both encouraging more correct HTML generation, and also simplifying the method definition of void elements once the deprecation has been removed.

This commit additionally tweaks the signature of ""void_tag_string"" slightly with two changes. The first change is renaming it to be ""self_closing_tag_string"". This is more accurate than ""void_tag_string"" because the definition of ""void element"" is more specific and has more requirements than ""self closing element"". For example, tags in the SVG namespace _can_ be self closing but the ""/"" at the end of the start tag is _not_ optional because they are not void elements. The second change to this method is swapping from a boolean ""self_closing"" parameter to a string ""tag_suffix"" parameter. This enables the void element method definition to specialize the tag_suffix (to just "">"") without either void elements or self closing elements having to pay the runtime cost of the self_closing conditional since we know at method definition time which suffix each type of tag should use.

[1]: https://html.spec.whatwg.org/multipage/syntax.html#void-elements

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
50158,Fix defining `alias_attribute` for STI classes with abstract class in the inheritance chain,fatkodima,activerecord,2023-11-24T12:22:57Z,2023-12-01T14:58:19Z,2023-12-01T14:31:26Z,"Fixes #50154.
"
50157,Update docs for `erb_trim_mode`,Earlopain,docs,2023-11-24T11:30:51Z,2023-12-06T22:46:54Z,2023-11-30T18:15:44Z,"### Motivation / Background

The link for erubis docs seems to be dead for a few years now http://www.kuwata-lab.com/erubis/users-guide.06.html#topics-trimspaces, see [Wayback Machine](http://web.archive.org/web/20230401000000*/http://www.kuwata-lab.com/erubis/users-guide.06.html). Even when reading it through a [working link](http://web.archive.org/web/20200218190015/http://www.kuwata-lab.com/erubis/users-guide.06.html) I'm not sure how it relates to Rails and this config value.

I updated docs to how I understand it currently works.

### Detail

Some context at #30149. To me it looks like this config value should be deprecated and replaced with a boolean since that is how it is excusivly used by rails. https://github.com/rails/rails/blob/a6099ed2b7a544d8fe67688e8a0f9237847404ee/actionview/lib/action_view/template/handlers/erb.rb#L81

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Changes that are unrelated should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
